album_id,title,artist_id,album_type,release_year,release_date,track_count,label,upc,spotify_id,musicbrainz_id,source_dataset
0OWKd8AB4v7itVOTRPJfgM,Vin,artist:3bab49ac-110d-4fa9-2bab-a140d065acdc,album,2019,,1,,,0OWKd8AB4v7itVOTRPJfgM,,tidy_tuesday_dbcl
0OWnxrfD3RbAqoa1SwbU8b,Crack of Doom (feat. Troy Sanders),artist:804d27f4-7980-8168-1e71-b2381697e58c,album,2020,,1,,,0OWnxrfD3RbAqoa1SwbU8b,,tidy_tuesday_dbcl
0OXLtD5u7FSpDIFc7sVXLC,Right For Ya,artist:3f83ce1d-039c-f8db-8e09-fdc31e83b5bc,album,2019,,1,,,0OXLtD5u7FSpDIFc7sVXLC,,tidy_tuesday_dbcl
0OY2WzmmPG8yRZzmMeTX9N,Peace Is The Mission: Extended,artist:9b06bafe-edab-1410-5577-f2c564bacee8,album,2015,,1,,,0OY2WzmmPG8yRZzmMeTX9N,,tidy_tuesday_dbcl
0OYFUfqJASICH465pB7zXu,Late Night Feelings (Jax Jones Midnight Snack Remix),artist:12aed0a6-ce36-eed5-7200-a4cb0eaf938e,album,2019,,1,,,0OYFUfqJASICH465pB7zXu,,tidy_tuesday_dbcl
0OYxyoXzDB2ybBBU9slmxN,The Singles,artist:edb3caab-5a32-03f4-63be-d4309441c4f2,album,2012,,1,,,0OYxyoXzDB2ybBBU9slmxN,,tidy_tuesday_dbcl
0OZQP4dTUj4BoDnFT4bv7Y,Karma & Effect,artist:19cdeca1-2887-ee53-3207-f5ad7df60bcd,album,2005,,1,,,0OZQP4dTUj4BoDnFT4bv7Y,,tidy_tuesday_dbcl
0OgtwS1bSDSt8ay3oUjPlT,My City,artist:6e15fd2f-519f-2cd6-8750-d3d46858da74,album,2019,,1,,,0OgtwS1bSDSt8ay3oUjPlT,,tidy_tuesday_dbcl
0OhLtQbo428APm9HzIejaF,Easy Baby (feat. Screamau),artist:8e260fcb-2291-8a27-f054-2cc406ca3f76,album,2017,,1,,,0OhLtQbo428APm9HzIejaF,,tidy_tuesday_dbcl
0Oi6fvWhLf79aWCKLp9oLM,La Promesa,artist:dfc99a31-7a13-f965-c263-dfc720ec4723,album,2019,,1,,,0Oi6fvWhLf79aWCKLp9oLM,,tidy_tuesday_dbcl
0OknOYGLQkW3Y29gpqmYrD,"He's The DJ, I'm The Rapper",artist:149c4710-457d-e8f4-2bf7-acb7e11c96ae,album,1988,,1,,,0OknOYGLQkW3Y29gpqmYrD,,tidy_tuesday_dbcl
0OktFawPYQjeWj5b5BZSLz,Off Work,artist:a0f6a979-32d5-7942-2fc0-2c5a26be1855,album,2019,,1,,,0OktFawPYQjeWj5b5BZSLz,,tidy_tuesday_dbcl
0Olb7vGGiBEAkiyDsiRcUt,Antes y Después De Ti,artist:99c1c555-6ba0-c38a-8c30-07bd0a11f934,album,2020,,1,,,0Olb7vGGiBEAkiyDsiRcUt,,tidy_tuesday_dbcl
0Oqc0WTh434XerNvHPJGjV,Mr. Miyagi,artist:b2d09b73-eb5a-d022-8f9c-b2e51485a45f,album,2018,,1,,,0Oqc0WTh434XerNvHPJGjV,,tidy_tuesday_dbcl
0OqmUVeJRWIKD1PHJRjcZd,Future Noise,artist:6e15fd2f-519f-2cd6-8750-d3d46858da74,album,2019,,1,,,0OqmUVeJRWIKD1PHJRjcZd,,tidy_tuesday_dbcl
0P2Iytq5GXsK45X8yfwsfZ,Broken Sleep,artist:fd704a12-a322-9812-f540-954c37926f9b,album,2018,,1,,,0P2Iytq5GXsK45X8yfwsfZ,,tidy_tuesday_dbcl
0P9QzMglwWdcruy1yKeFsz,Mantra,artist:81aae876-59ad-c677-8180-4243e2fb0abf,album,2018,,1,,,0P9QzMglwWdcruy1yKeFsz,,tidy_tuesday_dbcl
0PADYOwnL4i0pDYFoslRSi,Vamos Pa' Encimota,artist:894af3a9-339c-9f5d-4b3f-811aece3bcbb,album,2019,,1,,,0PADYOwnL4i0pDYFoslRSi,,tidy_tuesday_dbcl
0PB8s2taVctplXwTxvuNuV,Menace II Society (Music From The Motion Picture Soundtrack),artist:0670c844-3265-c637-0a75-ef1c7714bfef,album,1993,,1,,,0PB8s2taVctplXwTxvuNuV,,tidy_tuesday_dbcl
0PH9PbOv7T44GcZxo5uEDT,Rasta Barbie Remix,artist:728d05a0-35aa-ad42-ea27-ad94c53fdaac,album,2019,,1,,,0PH9PbOv7T44GcZxo5uEDT,,tidy_tuesday_dbcl
0PHv2dssekAR5Asoj33Lbn,The Definition of X: Pick Of The Litter (Explicit Version),artist:bb972e95-232d-6094-269d-52fa66abae30,album,2007,,4,,,0PHv2dssekAR5Asoj33Lbn,,tidy_tuesday_dbcl
0PHwgJuLLRZP99sEvkkQUd,Straight Outta Compton,artist:4a81a0c2-6624-5c4a-cd64-de3595ebf0df,album,1988,,1,,,0PHwgJuLLRZP99sEvkkQUd,,tidy_tuesday_dbcl
0PIBtxUQZdZzLDoQokX1vb,Lovely,artist:621f3248-6607-ced4-dc1d-ffc0702ada3f,album,2018,,1,,,0PIBtxUQZdZzLDoQokX1vb,,tidy_tuesday_dbcl
0PIR7PK8DMB4pgoxq7F9Ad,Holy Fire,artist:6f1b642a-5e4e-793e-5b14-362ff7a32da9,album,2013,,1,,,0PIR7PK8DMB4pgoxq7F9Ad,,tidy_tuesday_dbcl
0PKNmrPpJhwKaBOFvtNXhs,Cuando Te Veo,artist:debc98b9-17bc-4b7b-f390-eb6f19926b61,album,2019,,1,,,0PKNmrPpJhwKaBOFvtNXhs,,tidy_tuesday_dbcl
0PL2bfLpPlfqVdJcIoNdx3,Make Way,artist:24d499db-ebc6-9437-470c-71b8fc04e4dc,album,2019,,1,,,0PL2bfLpPlfqVdJcIoNdx3,,tidy_tuesday_dbcl
0PL6WfKSYj0qQN06K3BvXn,Don't Leave Me Lonely (Purple Disco Machine Remix),artist:12aed0a6-ce36-eed5-7200-a4cb0eaf938e,album,2019,,1,,,0PL6WfKSYj0qQN06K3BvXn,,tidy_tuesday_dbcl
0PMO0t7hroaEi9A6SX15qZ,For Me+You,artist:51c0cd7c-c30e-4404-edf8-0ac099615c6c,album,2016,,1,,,0PMO0t7hroaEi9A6SX15qZ,,tidy_tuesday_dbcl
0PMQBeEZ2vf4GoOdgxgmlZ,Mistakes,artist:e38b5651-c2ee-f5b2-e9c3-7c76946b6fef,album,2019,,1,,,0PMQBeEZ2vf4GoOdgxgmlZ,,tidy_tuesday_dbcl
0PMasrHdpaoIRuHuhHp72O,Born In The U.S.A.,artist:028ad117-957a-bbd8-8338-ffb194af59fb,album,1984,,4,,,0PMasrHdpaoIRuHuhHp72O,,tidy_tuesday_dbcl
0POVd6EQEG02xIL01jsF0Y,Caliente,artist:52e513aa-5e18-364c-964e-ccd0867da7f9,album,2019,,1,,,0POVd6EQEG02xIL01jsF0Y,,tidy_tuesday_dbcl
0POYPvGgqNdWX1G3BQBncS,Changes,artist:c55e881d-f00f-056a-0fe2-ca19e8b93a64,album,1992,,1,,,0POYPvGgqNdWX1G3BQBncS,,tidy_tuesday_dbcl
0PPAtp7bE7Itwl0UtG1mXc,20 #1's: 90's R&B,artist:53d92f1c-bacc-1b77-a70d-3e1658d17fd0,album,2015,,3,,,0PPAtp7bE7Itwl0UtG1mXc,,tidy_tuesday_dbcl
0PPEx5fIfCQesfyebojcvH,Boundless,artist:c49f5f82-d53b-9ec2-4a93-f44fd5b7d565,album,2015,,1,,,0PPEx5fIfCQesfyebojcvH,,tidy_tuesday_dbcl
0PSWY4XyjTWppfBb0tBtqu,Brotherhood [Collector's Edition],artist:a83f223a-618a-3b6d-eb75-12810bd9f5eb,album,1986,,1,,,0PSWY4XyjTWppfBb0tBtqu,,tidy_tuesday_dbcl
0PVziItKeq4WaiarIR2xsw,Once Now,artist:1015307c-21fa-db78-521a-e845ea7074f7,album,2020,,1,,,0PVziItKeq4WaiarIR2xsw,,tidy_tuesday_dbcl
0PaXz8dXSmPV6Adtyt6DcG,In the Moment - EP,artist:47b08450-06d5-3bc4-a8e8-1f07d38fabe3,album,2017,,1,,,0PaXz8dXSmPV6Adtyt6DcG,,tidy_tuesday_dbcl
0Pbc9Jq12a47mQ1z9yIuhn,JT,artist:28dc6d7c-a755-c714-fdd4-b39303db2687,album,1977,,1,,,0Pbc9Jq12a47mQ1z9yIuhn,,tidy_tuesday_dbcl
0PbtUrwp7ca4mpk6o080At,Same Things (feat. Gabrielle Current) [Remixes],artist:5def47be-c213-35d5-618b-952899dd0b9e,album,2019,,1,,,0PbtUrwp7ca4mpk6o080At,,tidy_tuesday_dbcl
0PdHrBTszQMv7M2nqhMy6z,Ciclo,artist:7894b7d2-7a96-445b-16a6-5275fd32702c,album,2017,,1,,,0PdHrBTszQMv7M2nqhMy6z,,tidy_tuesday_dbcl
0Pe124sDVootFFmCMhqeHO,Get It Right,artist:7e635283-9dbd-dace-d609-bf60f08ad3cf,album,1983,,1,,,0Pe124sDVootFFmCMhqeHO,,tidy_tuesday_dbcl
0Pe9KCcaFK7CkeZPWXCuaB,Most Known Unknown (New Package-Explicit),artist:11941df8-30b2-a194-4704-9827b3853ec8,album,2006,,2,,,0Pe9KCcaFK7CkeZPWXCuaB,,tidy_tuesday_dbcl
0Pea0cIxtZy9q92xy9SXEn,Where I Wanna Be Boy,artist:4bba8640-5872-0b6c-051a-920ccf09a53d,album,1994,,1,,,0Pea0cIxtZy9q92xy9SXEn,,tidy_tuesday_dbcl
0PgXNoUvb7amIasYqLrnI4,Hayat,artist:d32fda59-1f37-ed7c-f9dd-9e1c3c94c410,album,2019,,2,,,0PgXNoUvb7amIasYqLrnI4,,tidy_tuesday_dbcl
0PiWf1iYUUTHDEPnPTFxqs,Spicy (with Diplo & Charli XCX),artist:1db3c412-76f2-e12b-d218-b32d0c5c0e90,album,2019,,1,,,0PiWf1iYUUTHDEPnPTFxqs,,tidy_tuesday_dbcl
0PijZTpKNGUvL12y7w4tZF,Runaway,artist:7a5fdbf4-4a74-155d-86a9-b91a2d5de73e,album,2019,,1,,,0PijZTpKNGUvL12y7w4tZF,,tidy_tuesday_dbcl
0Pjp31DH4uBcFUi7w2QCCt,Ransom,artist:0d32947e-ed9b-9995-8c74-96eed2b11b44,album,2019,,1,,,0Pjp31DH4uBcFUi7w2QCCt,,tidy_tuesday_dbcl
0Pki5JEPtXiTiiqlasYglx,Black & White,artist:a9b1bb25-b929-94c1-6992-1fa07500287c,album,2017,,1,,,0Pki5JEPtXiTiiqlasYglx,,tidy_tuesday_dbcl
0PkkUYZMtKN25rvrt50EhX,For The Cool In You,artist:13c710f7-d9d2-f135-4317-2f90750c415f,album,1993,,1,,,0PkkUYZMtKN25rvrt50EhX,,tidy_tuesday_dbcl
0PlMc2tY2hkwqw57FMVGyA,IT WAS ALL A LIE,artist:fc9e3233-1269-f268-faf0-9fad382a6746,album,2019,,1,,,0PlMc2tY2hkwqw57FMVGyA,,tidy_tuesday_dbcl
0PnUbRaZoWYVy3FYF8kSwo,Moe Life,artist:91eaf059-7409-160d-5484-64f09f65381d,album,1999,,2,,,0PnUbRaZoWYVy3FYF8kSwo,,tidy_tuesday_dbcl
0PpDjwX93DRxVmakubuAtN,Best of [X-Mas Edition],artist:9745e842-c06c-c66d-e87b-65dd0d2d6aca,album,2013,,1,,,0PpDjwX93DRxVmakubuAtN,,tidy_tuesday_dbcl
0PpEc22k6vwTw82PVIukeT,The Very Best Of Soft Cell [International Version (Excluding UK & Eire)],artist:95b84fd8-91fe-2c9e-290c-64a4a16e73c6,album,2002,,1,,,0PpEc22k6vwTw82PVIukeT,,tidy_tuesday_dbcl
0PqCkTvKFJxzr9uujq7a3T,Duran Duran,artist:2286a204-5d23-854e-9284-a8333a95c13b,album,1993,,2,,,0PqCkTvKFJxzr9uujq7a3T,,tidy_tuesday_dbcl
0PrcwzkQVEy4y6JPvT5bix,Sixpence None the Richer,artist:96b831b9-77fe-72d5-bfe4-c6c79fbe5274,album,1997,,1,,,0PrcwzkQVEy4y6JPvT5bix,,tidy_tuesday_dbcl
0Ps8Lby9zMu7tnoXMEpk06,Dangerous,artist:5a62729c-61ec-2c97-58e8-337f6a99be22,album,2019,,1,,,0Ps8Lby9zMu7tnoXMEpk06,,tidy_tuesday_dbcl
0Ps95okNnaTq35YZPAynkv,She's High Again,artist:23b6cf03-098a-d381-32c4-ae0c956cdcd6,album,2019,,1,,,0Ps95okNnaTq35YZPAynkv,,tidy_tuesday_dbcl
0PtKCLPrCrm0cYzpmnMOmZ,Dubtrap,artist:5243aac3-e3e5-20d2-ce84-d4c7276deb9e,album,2019,,1,,,0PtKCLPrCrm0cYzpmnMOmZ,,tidy_tuesday_dbcl
0PwVhOH4LzW48zVN6bisFz,Stompin' Grounds,artist:2e92697d-e74a-17a3-fa15-0141772e5cfc,album,2015,,1,,,0PwVhOH4LzW48zVN6bisFz,,tidy_tuesday_dbcl
0Q298fEZZhID4ZgLO0WmJj,Slow Journey,artist:299df843-1ba4-25ca-12ab-e90b52f40827,album,2014,,2,,,0Q298fEZZhID4ZgLO0WmJj,,tidy_tuesday_dbcl
0Q3h1Bm5T7QPo8lI1S9mT6,Floor Seats,artist:5ba087fc-5e2d-e2bd-1065-da1878cfb663,album,2019,,2,,,0Q3h1Bm5T7QPo8lI1S9mT6,,tidy_tuesday_dbcl
0Q8Oo7AyaEh0EzwSIOd1o0,Three Artists. One Song,artist:c8949933-a3c7-dba3-0f2e-31c4e96d3117,album,2014,,1,,,0Q8Oo7AyaEh0EzwSIOd1o0,,tidy_tuesday_dbcl
0QCJbFcLkD9QgyNfivDkQX,Quel sorriso in volto,artist:0131d0fc-ab73-1639-f227-57b55cbdbf55,album,2019,,1,,,0QCJbFcLkD9QgyNfivDkQX,,tidy_tuesday_dbcl
0QELZvWf2ywwUEdQXEhywG,N.O.R.E. Y La Familia,artist:6d591cde-5f91-47c1-6544-c785dd4f3a50,album,2006,,1,,,0QELZvWf2ywwUEdQXEhywG,,tidy_tuesday_dbcl
0QEhdyfmrkQAvVrPdvTvtD,Da Organization,artist:bdcf25c7-80ce-1c11-df6a-5a3315052571,album,2010,,1,,,0QEhdyfmrkQAvVrPdvTvtD,,tidy_tuesday_dbcl
0QFHkBhfM6u3tGxdsVitev,Cash Crop,artist:d7043e24-30a6-afb7-4f68-c31d405d38e8,album,2016,,3,,,0QFHkBhfM6u3tGxdsVitev,,tidy_tuesday_dbcl
0QFetmKEpcTQTJBxOhpCG4,La La Love,artist:f18a599e-e0dc-b3df-86cb-daaafd29cc24,album,2019,,1,,,0QFetmKEpcTQTJBxOhpCG4,,tidy_tuesday_dbcl
0QH5E7FrDP91pWyc3gYQPw,"Laugh Now, Cry Later",artist:f54f695e-bf98-f055-add1-753e50c142c4,album,2006,,2,,,0QH5E7FrDP91pWyc3gYQPw,,tidy_tuesday_dbcl
0QIba2vDxG4GUTWhO3fCYB,Deep Inside,artist:7c9b1e66-39ae-833a-7e6e-ec9e75d4f548,album,2017,,1,,,0QIba2vDxG4GUTWhO3fCYB,,tidy_tuesday_dbcl
0QMX0ipDhSLBTEuHyRK0Qf,Into The Madness (Remixes),artist:457188f6-73a5-b609-49e1-0105647088ce,album,2015,,1,,,0QMX0ipDhSLBTEuHyRK0Qf,,tidy_tuesday_dbcl
0QPwsgwfES0hA7y07JEqnO,Nobody To Love,artist:c1ccb3c2-4029-4d25-ee8b-b9d0562f597c,album,2018,,1,,,0QPwsgwfES0hA7y07JEqnO,,tidy_tuesday_dbcl
0QQdOaBr8fHFD0oDq2CLtL,Close To You,artist:ea8048fc-6c1f-e5ae-485f-9cf57d3ca8ce,album,1992,,4,,,0QQdOaBr8fHFD0oDq2CLtL,,tidy_tuesday_dbcl
0QUhCUTFycLh0UmSYPkOfU,Love Poison,artist:bea5fd72-ad9a-32db-b77a-07319f5d4b4a,album,2018,,1,,,0QUhCUTFycLh0UmSYPkOfU,,tidy_tuesday_dbcl
0QVHAyioFI1UB5iy7kWJY8,Floating (feat. Khalid) [filous Remix],artist:1d579a02-fc65-6714-36b8-627a836750fd,album,2019,,1,,,0QVHAyioFI1UB5iy7kWJY8,,tidy_tuesday_dbcl
0QVsWpx62HGRHx1Big7BZA,Daryl Hall & John Oates,artist:4e8f48de-b238-688a-98cd-60d8901d0593,album,1975,,1,,,0QVsWpx62HGRHx1Big7BZA,,tidy_tuesday_dbcl
0QWHoObpq9JOQ09FzR5Gtt,La Bebe,artist:4932c30b-984b-43ac-2b21-de927d205eff,album,2019,,1,,,0QWHoObpq9JOQ09FzR5Gtt,,tidy_tuesday_dbcl
0QWJ1Ja8a8Oxwc3TObJeJr,Greatest Hits,artist:054b3d4e-8d7a-b15a-cb7a-cbafea85a5f3,album,1999,,1,,,0QWJ1Ja8a8Oxwc3TObJeJr,,tidy_tuesday_dbcl
0QatppYy2bR3kXlPtTCbMs,Dominatrix,artist:cec1aba4-66b6-03dd-e34b-2c7633dc23c0,album,2017,,1,,,0QatppYy2bR3kXlPtTCbMs,,tidy_tuesday_dbcl
0QiII9b6nZseJw5iFft2Wd,Look Away (Steve Void Remix),artist:af063256-7c70-b825-7f92-5b1a230eb3b9,album,2019,,1,,,0QiII9b6nZseJw5iFft2Wd,,tidy_tuesday_dbcl
0Qikkvys4e8Sa0Tvy6rA6t,Better Than Home (Deluxe Edition),artist:28b117ee-2b7b-9f1e-291a-8cf8ff38eeb3,album,2015,,1,,,0Qikkvys4e8Sa0Tvy6rA6t,,tidy_tuesday_dbcl
0QpsDZ1L1tYpAsKMTVZxKr,Echo,artist:188a54f0-fe9a-54df-ba50-23c9eed4ce89,album,2019,,1,,,0QpsDZ1L1tYpAsKMTVZxKr,,tidy_tuesday_dbcl
0Qq0V5ltYmOukWBisFoZDI,Estas Buena,artist:56b1f172-71b1-532d-f2c9-89122a57c0f1,album,2009,,1,,,0Qq0V5ltYmOukWBisFoZDI,,tidy_tuesday_dbcl
0QqZAG1Obz74RXC3NyteWL,Destiny,artist:1b37af73-fe6c-8bc4-d288-1456f5ddc802,album,2019,,1,,,0QqZAG1Obz74RXC3NyteWL,,tidy_tuesday_dbcl
0QtPeJVJ7l0w7K6681fbaV,Get Lifted,artist:2597d513-6d39-b10d-54bf-8f93595a8d64,album,2004,,5,,,0QtPeJVJ7l0w7K6681fbaV,,tidy_tuesday_dbcl
0QtZa0pDFbyJYyQG3gM2sf,Lost in Wonder,artist:61f88766-cfe6-07de-028c-88874151cb4c,album,2018,,1,,,0QtZa0pDFbyJYyQG3gM2sf,,tidy_tuesday_dbcl
0QvBnezKARnv2SzgW5Le1t,iSouljaBoyTellem,artist:9448acff-d03f-c7b5-3c6b-73e53509fe39,album,2008,,1,,,0QvBnezKARnv2SzgW5Le1t,,tidy_tuesday_dbcl
0QwbgAJnx9FEFFC3EsyLrQ,Our Version Of Events (Special Edition),artist:f16a5194-728a-6a63-955d-0dac540d8015,album,2012,,1,,,0QwbgAJnx9FEFFC3EsyLrQ,,tidy_tuesday_dbcl
0Qwq6jH6sJWNRUKNWwR11q,Peanut Butter,artist:b07421ee-3b17-c4d8-07b9-fa158defacac,album,2019,,1,,,0Qwq6jH6sJWNRUKNWwR11q,,tidy_tuesday_dbcl
0QzszneHhs1IGJhGWn32W7,Układanki,artist:25353f16-1f2a-d96f-bbe4-942a0d54ea78,album,2019,,1,,,0QzszneHhs1IGJhGWn32W7,,tidy_tuesday_dbcl
0R01104UGyy7aipFxdedQv,PHO,artist:10b832bd-a595-ff0e-2e49-b74076ac1eea,album,2016,,2,,,0R01104UGyy7aipFxdedQv,,tidy_tuesday_dbcl
0R0BBl4QOVWTyHrOgoI2Ud,Bassotto,artist:bb01b019-9ec1-d9ad-5480-26ab2d2a05af,album,2019,,1,,,0R0BBl4QOVWTyHrOgoI2Ud,,tidy_tuesday_dbcl
0R1Eo8UVrKyn6Vo0rxFuNP,II: The Sword,artist:4c543891-fe0c-4454-c891-688c5af739a3,album,2018,,1,,,0R1Eo8UVrKyn6Vo0rxFuNP,,tidy_tuesday_dbcl
0R44mmTKUE1XCuGVVrPfTZ,We like to Party! (The Vengabus),artist:58432eca-033f-8300-b1f6-2d0bc7651cc0,album,1998,,1,,,0R44mmTKUE1XCuGVVrPfTZ,,tidy_tuesday_dbcl
0R53WhXM8WpKM5HCHE8A8s,So Hot,artist:d78f3024-44cc-3952-260f-e40ad8e2e58e,album,2014,,1,,,0R53WhXM8WpKM5HCHE8A8s,,tidy_tuesday_dbcl
0R8UA7KZS08IOKBKacpgiI,Jenner (feat. Tommy Boysen),artist:b6dbf77e-4b85-645f-eb9a-49a5dfe3b30d,album,2019,,1,,,0R8UA7KZS08IOKBKacpgiI,,tidy_tuesday_dbcl
0R8jDmiHpy4QJBOJjQ7rmc,You & Me,artist:392a9d58-872d-5e9f-29f5-339d8d077fd8,album,2016,,1,,,0R8jDmiHpy4QJBOJjQ7rmc,,tidy_tuesday_dbcl
0R8r5yktA60T7gKh3bzlet,Knast oder Tod,artist:049588a0-6dad-3fb7-7c22-454493d9305e,album,2018,,1,,,0R8r5yktA60T7gKh3bzlet,,tidy_tuesday_dbcl
0RAtMydT8ikGX6c1QVAtKM,Times With You,artist:88155852-c928-a956-2fd1-1cb56a88eb0e,album,2019,,1,,,0RAtMydT8ikGX6c1QVAtKM,,tidy_tuesday_dbcl
0RCfHQyynR4Kh3vMxBU7OB,Enciéndelo,artist:33d48d88-72e9-7a3b-674f-c494604e3a40,album,2007,,1,,,0RCfHQyynR4Kh3vMxBU7OB,,tidy_tuesday_dbcl
0RDGSiZrB2IwG0pYBrhA9k,Oh Yes (Rockin' With The Best),artist:9b50997e-7d01-a20d-2b48-6185feedd01a,album,2019,,1,,,0RDGSiZrB2IwG0pYBrhA9k,,tidy_tuesday_dbcl
0RGm3A2ImRfFmIkHrMycxG,"Finest Club Hits, Vol. 10",artist:ef328836-76f0-47fe-4408-42fa09b3bf1b,album,2017,,1,,,0RGm3A2ImRfFmIkHrMycxG,,tidy_tuesday_dbcl
0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,artist:09b792e7-5d96-dbcb-3d49-f5af313e9fa1,album,2002,,1,,,0RHX9XECH8IVI3LNgWDpmQ,,tidy_tuesday_dbcl
0RHrqeXiJ5PNTO8tgEVGsG,Back To Love (Track by Track version),artist:0acccacb-6227-b448-8721-c0762159d5b8,album,2011,,1,,,0RHrqeXiJ5PNTO8tgEVGsG,,tidy_tuesday_dbcl
0RKFBA5pwzXGBvcbOkd1g3,Til Death Do Us Part,artist:a2ec1770-bcb0-5fc7-a195-80fa91c6eb23,album,1993,,8,,,0RKFBA5pwzXGBvcbOkd1g3,,tidy_tuesday_dbcl
0RLMAxS9mhy149lu93u7GA,N.O.R.E. Y La Familia,artist:6d591cde-5f91-47c1-6544-c785dd4f3a50,album,2006,,1,,,0RLMAxS9mhy149lu93u7GA,,tidy_tuesday_dbcl
0RLw5OMSYJ9FNUJvBTfHzU,Jericho,artist:e874042d-5f34-41fe-1d53-623af4065dea,album,1993,,1,,,0RLw5OMSYJ9FNUJvBTfHzU,,tidy_tuesday_dbcl
0RMFyNDiJO9BDWNqaANe9f,Naked,artist:a38958ae-c64e-0deb-cf96-ae7fa6f3948e,album,2016,,1,,,0RMFyNDiJO9BDWNqaANe9f,,tidy_tuesday_dbcl
0RRdCAkHE6wCQLsAGJ9cqM,Tony Terry,artist:d89b06d4-f8e6-53be-c76d-85c832695958,album,1990,,1,,,0RRdCAkHE6wCQLsAGJ9cqM,,tidy_tuesday_dbcl
0RSvw6lpwQKYuy6TYRDeEc,Beats on Tap(e),artist:aa8f5d97-b286-41f7-0910-f605f760a919,album,2014,,1,,,0RSvw6lpwQKYuy6TYRDeEc,,tidy_tuesday_dbcl
0RTBS1dMwuK8IpUbMMWeSB,El Exilio,artist:a49cbafc-5862-d1eb-9747-9a84f6892056,album,2015,,1,,,0RTBS1dMwuK8IpUbMMWeSB,,tidy_tuesday_dbcl
0RVHA8KCQCJG17pj7mNMdX,Dance...Ya Know It!,artist:be8a76d3-9d35-aae7-74e5-a83c7c2856de,album,1989,,1,,,0RVHA8KCQCJG17pj7mNMdX,,tidy_tuesday_dbcl
0RVryQrrH68kJtMG2vDcId,Nowy Kolor,artist:d866796f-ad93-6bd2-e9b6-34e2fa12f9f0,album,2017,,1,,,0RVryQrrH68kJtMG2vDcId,,tidy_tuesday_dbcl
0RZ4Ct4vegYBmL9g88TBNi,Don't Kill the Magic,artist:05427eba-78c9-2912-c86d-004b9857d6a0,album,2014,,2,,,0RZ4Ct4vegYBmL9g88TBNi,,tidy_tuesday_dbcl
0RakmcnG9fJgW3GlkfI9iT,St Louis Blues,artist:44b4463a-9e44-51ed-1b02-b3af6b34d83e,album,2019,,1,,,0RakmcnG9fJgW3GlkfI9iT,,tidy_tuesday_dbcl
0RbHQlFKayFIueLZfkvU23,Guitar Heroes: Rock Of The 80s,artist:07f72d97-466d-f940-1bec-4dca1416c77d,album,2007,,1,,,0RbHQlFKayFIueLZfkvU23,,tidy_tuesday_dbcl
0ReJx3ifOevdUt2fXXvgDG,No Lie,artist:945c93a1-79aa-7e36-e11e-28013a119028,album,2016,,1,,,0ReJx3ifOevdUt2fXXvgDG,,tidy_tuesday_dbcl
0RedX0LZkGUFoRwFntAaI0,All Mirrors,artist:ce3f3895-82e7-724e-ffbd-553f168ad576,album,2019,,1,,,0RedX0LZkGUFoRwFntAaI0,,tidy_tuesday_dbcl
0RfCYFu1MtQs4sDhT4gos6,Closer,artist:ee005bdb-b2f6-db66-fdc6-cb554b45e65b,album,2017,,1,,,0RfCYFu1MtQs4sDhT4gos6,,tidy_tuesday_dbcl
0RheOpJbtpT1A7SDPbprEl,Hearing Colors Tasting Sounds,artist:372d3335-ccee-8847-2ba9-2a3f2b237ebc,album,2019,,1,,,0RheOpJbtpT1A7SDPbprEl,,tidy_tuesday_dbcl
0Rhgm0jh2YlH7WOzouljzb,City Vocabulary,artist:21bff50e-3dc2-de34-d5c2-1f069c6374cf,album,2020,,1,,,0Rhgm0jh2YlH7WOzouljzb,,tidy_tuesday_dbcl
0Rjblvwx7OfldgNEJQ6xcm,Imparables,artist:ef32c808-547c-607a-b214-f1e2c5efb048,album,1998,,1,,,0Rjblvwx7OfldgNEJQ6xcm,,tidy_tuesday_dbcl
0Rl2A8xB8xTCYO7BMUcFUu,White Sky,artist:3cfeaf6c-361c-f4e6-39b8-a61f42cf681d,album,2019,,1,,,0Rl2A8xB8xTCYO7BMUcFUu,,tidy_tuesday_dbcl
0RmhdWqlxLFZFcCfAyi9Ac,Over (Zonderling Edit),artist:e4b79a73-2e23-b1ef-5f16-097139723131,album,2019,,1,,,0RmhdWqlxLFZFcCfAyi9Ac,,tidy_tuesday_dbcl
0Rn2oSTJ2DFcbiGnZyDm5N,Find Tomorrow (Ocarina),artist:546fbe0b-0a04-1f3c-72ce-f8401cec38a0,album,2014,,1,,,0Rn2oSTJ2DFcbiGnZyDm5N,,tidy_tuesday_dbcl
0RofYxUaqu92C6XqgzzBIC,Arte (feat. Pablo Quintero),artist:3a909081-6ca6-3c73-8c8e-a2a59bef6fd0,album,2017,,1,,,0RofYxUaqu92C6XqgzzBIC,,tidy_tuesday_dbcl
0RpTnwV01mlQZIb1zbuKGf,Sun In Your Eyes,artist:2137d108-28c3-7e8f-bd52-a5b5a9413641,album,2014,,1,,,0RpTnwV01mlQZIb1zbuKGf,,tidy_tuesday_dbcl
0Rq4F1xHOjSTIHF9YziK1F,New Amerykah Part One (4th World War) [UK-AU-NZ-Japan Version],artist:5605b159-ab11-40ff-fd7b-269f7a89da92,album,2008,,1,,,0Rq4F1xHOjSTIHF9YziK1F,,tidy_tuesday_dbcl
