artist_id,name,name_normalized,country_of_origin,career_start_year,primary_genre_l1,primary_genre_l2,spotify_followers,spotify_popularity,monthly_listeners,musicbrainz_id,lastfm_listeners,lastfm_play_count,is_solo_artist,source_dataset
artist:1c8e0a11-8626-6601-04e3-66e6d5f24940,Burial Hordes,burial hordes,,2023,Metal,Black Metal,,,,,,,,compiled_multi_source
artist:1c8e8803-27eb-de47-130b-5289b39b7da4,Christopher Murray,christopher murray,,2007,Classical,Show Tunes,,,,,,,,compiled_multi_source
artist:1c8f64a7-6fe4-13ec-af55-ac03db6ab409,Sztywny Pal Azji,sztywny pal azji,,2001,Blues,Blues,,,,,,,,compiled_multi_source
artist:1c907213-710b-a22e-2308-7d5792518611,Sunlight Project,sunlight project,,2014,Electronic,Trance,,,,,,,,compiled_multi_source
artist:1c922745-4a2b-b142-9525-5471c6623263,Sick Individuals,sick individuals,,2013,Electronic,Progressive House,,,,,,,,compiled_multi_source
artist:1c943c02-e1d3-e7e0-2481-4461d07bda66,Kenny Rogers & The First Edition,kenny rogers  the first edition,,2000,Rock,Psych-Rock,,,,,,,,compiled_multi_source
artist:1c96f487-f010-92f3-e76f-43dfdc261151,The Razor Skyline,the razor skyline,,2000,Rock,Goth,,,,,,,,compiled_multi_source
artist:1c96f8e2-5bea-8bd5-f354-d6ce71ac83b2,Internet Money,internet money,,2019,Pop,Pop,1035863.0,65.0,,,,,,compiled_multi_source
artist:1c971fb7-af9f-8b56-b82d-c6e5faf1138f,Brymo,brymo,,2012,Reggae,Dancehall,,,,,,,,compiled_multi_source
artist:1c972ef9-ae5d-eb64-4492-e4fa5d423e78,Alessandro Souza (Tiganá),alessandro souza tigan,,2015,Latin,Samba,,,,,,,,compiled_multi_source
artist:1c97b87e-017f-0ecc-79b7-b45216a1557e,Fates Warning,fates warning,,2000,Classical,Classical,,,,,,,,compiled_multi_source
artist:1c986b31-692f-2388-6bd6-e86793653913,BROWN EYED SOUL,brown eyed soul,,2003,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1c99c5a7-d118-311c-49b1-20be2118e44a,Mata,mata,,2019,Hip-Hop,Hip-Hop,,,,,,,,compiled_multi_source
artist:1c99c757-51fc-b7d2-41b7-84702de22fd5,Lovelyz,lovelyz,,2014,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1c9aa56c-80a9-f6e9-21a6-895b37e789e8,Vianey Valdez,vianey valdez,,2011,Rock,Rock N Roll,,,,,,,,compiled_multi_source
artist:1c9c1f13-8aba-24ec-f8d9-23f2dbb8968a,Carrie Skipper,carrie skipper,,2005,Electronic,Trance,,,,,,,,compiled_multi_source
artist:1c9ca6b4-8a6d-fb8d-a3a4-a52de81538ce,Seamus Kennedy,seamus kennedy,,2001,Folk,Folk,,,,,,,,compiled_multi_source
artist:1c9cea3c-314b-da27-848b-ddd04b857371,Neko Case,neko case,,2000,Rock,Alt-Rock,,,,,,,,compiled_multi_source
artist:1c9dd988-b08f-89c1-b175-3473b9c95e1a,HeXer,hexer,,2021,World,German,,,,,,,,compiled_multi_source
artist:1ca0c2bb-eb27-e262-853b-19ba6a44c26d,P I A (Players In Action),p i a players in action,,2011,R&B,R&B,,,,,,,,compiled_multi_source
artist:1ca0f5af-068a-abbc-712f-dbf0b9f9a5e8,Lotta Engberg,lotta engberg,,2000,World,Swedish,,,,,,,,compiled_multi_source
artist:1ca2cea5-3256-3f12-0e16-6926e5c00675,Chevel,chevel,,2007,Electronic,Club,,,,,,,,compiled_multi_source
artist:1ca36a62-3422-f269-eeec-3b24941f3726,Darrel Petties & Take 2,darrel petties  take 2,,2022,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1ca79697-66d8-6e9e-3387-7ffb72c9bfbb,Oskorri,oskorri,,2000,Latin,Spanish,,,,,,,,compiled_multi_source
artist:1cac0af0-c8bd-e00f-728e-98aada231ffe,Plebe Rude,plebe rude,,2005,Rock,Punk,,,,,,,,compiled_multi_source
artist:1cac6e8b-997c-81a9-d011-7fb9261f813f,Tulsi Kumar,tulsi kumar,,2002,Soundtrack,Pop Film,,,,,,,,compiled_multi_source
artist:1cad8fc2-3473-2d11-39cf-d6084f17ac64,Eddy Tyler,eddy tyler,,2020,Folk,Acoustic,,,,,,,,compiled_multi_source
artist:1cadce6d-0077-cb30-d781-34395e97c463,Like Ghosts,like ghosts,,2019,Rock,Punk,,,,,,,,compiled_multi_source
artist:1caee92c-4189-8c16-fbd5-aaf245a31b3d,Los Verdaderos Kreyentes de la Religión del Hip Hop,los verdaderos kreyentes de la religin del hip hop,,2001,Latin,Spanish,,,,,,,,compiled_multi_source
artist:1cb07256-7064-48f8-16b6-5af8f85335a1,Chase Huglin,chase huglin,,2016,Rock,Emo,,,,,,,,compiled_multi_source
artist:1cb0cfce-27d8-e489-c8f2-bd8bfb28c2d2,Sudakaya,sudakaya,,2003,Pop,Indie Pop,,,,,,,,compiled_multi_source
artist:1cb21d9e-afbc-273a-dd76-98ce039013e7,Atilio Stampone,atilio stampone,,2000,Latin,Tango,,,,,,,,compiled_multi_source
artist:1cb3f090-3ed4-a3ce-3880-a0d8c59df639,Sledding With Tigers,sledding with tigers,,2012,Folk,Folk,,,,,,,,compiled_multi_source
artist:1cb50862-b1b4-82b9-0d2d-4d3a7301fe5d,中村佳穂,,,2018,Folk,Singer-Songwriter,,,,,,,,compiled_multi_source
artist:1cb60fd5-4ebe-03bb-b2d9-029f6192641b,Throttle,throttle,,2016,Electronic,EDM,,,,,,,,compiled_multi_source
artist:1cb7eba3-6f3a-de3d-ec36-d76c6828f8cf,Colour Girl,colour girl,,2000,Rock,Garage Rock,,,,,,,,compiled_multi_source
artist:1cb84c39-b3cc-0a2b-3e84-d3ebf4787e91,Johann Bach,johann bach,,2015,World,German,,,,,,,,compiled_multi_source
artist:1cb9c479-a5c8-5be2-d39c-eea30472fdd8,A Season Drive,a season drive,,2001,Rock,Emo,,,,,,,,compiled_multi_source
artist:1cb9e86b-6fbd-6ac5-c8cd-df7e2c22c117,Yuu Miyashita,yuu miyashita,,2020,Rock,Rock,,,,,,,,compiled_multi_source
artist:1cbb05ab-a176-9e47-f4fe-129a10874f7a,Kal Cahoone,kal cahoone,,2010,Rock,Goth,,,,,,,,compiled_multi_source
artist:1cbbcf18-e225-a79a-894f-1f4c08f0ca7c,The Remote Viewer,the remote viewer,,2002,Electronic,Electro,,,,,,,,compiled_multi_source
artist:1cbe3d8e-9e27-1a9b-d804-88e17cc0cb56,Trio Maracá,trio marac,,2017,Latin,Forró,,,,,,,,compiled_multi_source
artist:1cbe5e55-e768-f30c-306b-ee0d2755dad0,Tunnel Rats,tunnel rats,,2001,R&B,R&B,,,,,,,,compiled_multi_source
artist:1cbfb724-ceee-46cd-879d-f7c7cfbe7dca,Break,break,,2004,Electronic,Drum and Bass,,,,,,,,compiled_multi_source
artist:1cc0dafb-59d2-f836-033b-db553e1a6bd8,EMMA WAHLIN,emma wahlin,,2019,Pop,Pop,,,,,,,,compiled_multi_source
artist:1cc31345-cc69-8519-08da-45828bba59e9,Vigen,vigen,,2001,Pop,Pop,,,,,,,,compiled_multi_source
artist:1cc41e5a-d6f0-591c-992b-1ba1f5de24c1,San Francisco Guitar Quartet,san francisco guitar quartet,,2010,Instrumental,Guitar,,,,,,,,compiled_multi_source
artist:1cc49216-06d1-5152-1382-22b92992cea8,Good Weather For An Airstrike,good weather for an airstrike,,2010,Electronic,Ambient,,,,,,,,compiled_multi_source
artist:1cc64faf-b718-24af-9806-05eeac355672,Skold,skold,,2009,Electronic,Industrial,,,,,,,,compiled_multi_source
artist:1cc6da40-9d4c-f3bf-e35f-3291be5a6cff,Marshmello,marshmello,,2015,Electronic,Dance,34478237.0,80.0,,,,,,compiled_multi_source
artist:1cc72409-d23a-498e-a9c1-e8a68f80544b,Claire Rousay,claire rousay,,2021,Electronic,Club,,,,,,,,compiled_multi_source
artist:1cc7a4d5-aefc-7310-b6e4-70fd4899a309,Saul Espada,saul espada,,2019,Electronic,Minimal Techno,,,,,,,,compiled_multi_source
artist:1cc7aedf-2471-f8c2-961e-97550ed1785b,A-Wak,awak,,2012,Electronic,Hardstyle,,,,,,,,compiled_multi_source
artist:1cc9b6ba-ce56-c4a2-f7b4-e52f5a11d78d,Saint Seduce,saint seduce,,2019,Electronic,Chill,,,,,,,,compiled_multi_source
artist:1cca1a8c-97cb-4463-d30c-3a7a53ec0f20,Bruce J Lubaki,bruce j lubaki,,2020,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1ccaefb4-e60e-f4d4-bc08-62c34cf744c4,Zuukou mayzie,zuukou mayzie,,2020,World,French,,,,,,,,compiled_multi_source
artist:1ccd742a-2cd9-c5e7-553d-8b4b81c9e34e,Joop,joop,,2002,Electronic,Trance,,,,,,,,compiled_multi_source
artist:1ccda35f-6020-6e9b-d2a2-e6cee92802a6,"I, of Helix",i of helix,,2018,Metal,Metalcore,,,,,,,,compiled_multi_source
artist:1ccf46d3-971e-2a73-39ba-45338eb63c49,Alexander Wren,alexander wren,,2018,Folk,Folk,,,,,,,,compiled_multi_source
artist:1cd04311-c6aa-8258-75c8-ac1b02e21b58,Lorenzo Al Dino,lorenzo al dino,,2014,R&B,Groove,,,,,,,,compiled_multi_source
artist:1cd1a3a7-4d7f-25e3-6589-5a403338cb6e,Hayce Lemsi,hayce lemsi,,2012,World,French,,,,,,,,compiled_multi_source
artist:1cd1c1cb-cbe1-d87c-35ca-54c026f526a3,Eric Johnson,eric johnson,,2005,Classical,Classical,,,,,,,,compiled_multi_source
artist:1cd1ed74-ae95-71ae-7328-e98cd70b7879,Femi Abosede,femi abosede,,2006,World,Afrobeat,,,,,,,,compiled_multi_source
artist:1cd3042b-099e-bcd5-23c1-95fea00aa19b,The Doors,the doors,,1967,Rock,Psych-Rock,8852274.0,71.0,,,,,,compiled_multi_source
artist:1cd37db3-09ec-250b-121e-a50d04c04f69,Feo Night,feo night,,2020,World,German,,,,,,,,compiled_multi_source
artist:1cd3c693-132f-4c31-b5b5-e5f4c5eed6bd,Pk,pk,,2018,R&B,Funk,,,,,,,,compiled_multi_source
artist:1cd3d12a-f383-596e-4f3c-bafe925b9e5e,Ronan O'Hora,ronan ohora,,2001,Classical,Piano,,,,,,,,compiled_multi_source
artist:1cd4e388-b428-43f2-6ad4-d0fcb5aa7e6b,DJ Pella,dj pella,,2017,R&B,Soul,,,,,,,,compiled_multi_source
artist:1cd59ba4-af6e-61d3-d8f0-53658b348482,Los Romanticos de Zacatecas,los romanticos de zacatecas,,2010,Rock,Alt-Rock,,,,,,,,compiled_multi_source
artist:1cd6395d-4dd6-2ef0-069f-cca1f8711f34,Huey Daze,huey daze,,2019,Hip-Hop,Hip-Hop,,,,,,,,compiled_multi_source
artist:1cd78aaa-babb-6e9e-9b7c-82c8ffdb3d88,Sunny War,sunny war,,2021,Rock,Punk,,,,,,,,compiled_multi_source
artist:1cd78f2e-00c6-1f65-110b-2299fe6c6d13,Sven-David Sandström,svendavid sandstrm,,2014,Classical,Classical,,,,,,,,compiled_multi_source
artist:1cd83a07-d99c-9e81-7461-1298ff686aff,El Gran Combo De Puerto Rico,el gran combo de puerto rico,,1979,Unknown,Salsa,,,,,,,,compiled_multi_source
artist:1cdb782d-590a-ffa1-0293-c1e7e921a355,Walking Corpse Syndrome,walking corpse syndrome,,2013,Metal,Black Metal,,,,,,,,compiled_multi_source
artist:1cdbb5c0-e8b6-fc8c-3cda-b9640a6bd0ee,Virus Syndicate,virus syndicate,,2002,Reggae,Dub,,,,,,,,compiled_multi_source
artist:1cdbe99a-eb39-de01-1b53-5cac0ef3382c,Yoshiki,yoshiki,,2018,Pop,Pop,,,,,,,,compiled_multi_source
artist:1cdd210d-1e61-3c6c-e0fb-e2d4004b79cb,Mara Pavanelly,mara pavanelly,,2014,Latin,Forró,,,,,,,,compiled_multi_source
artist:1cdd7e7a-2e65-3f6f-4f92-b18b39bacd56,Ljuba Alicic,ljuba alicic,,2003,Folk,Folk,,,,,,,,compiled_multi_source
artist:1cde1d4b-9be4-7e81-f4c8-f6d41d47bf01,Straylight Run,straylight run,,2004,Rock,Emo,,,,,,,,compiled_multi_source
artist:1cde9ee4-9652-df9e-ea75-dcdfb7313f9e,Miriam Makeba,miriam makeba,,2003,Jazz,Jazz,,,,,,,,compiled_multi_source
artist:1ce133f5-836a-1eb2-db6a-7eeb7f4cbba8,Livin' In Da Ghetto,livin in da ghetto,,2000,Electronic,Chill,,,,,,,,compiled_multi_source
artist:1ce16743-4868-a677-3c88-65eee438b7d8,Jay Dunham,jay dunham,,2018,Electronic,Club,,,,,,,,compiled_multi_source
artist:1ce234b5-eec2-df31-fe93-b7fbf0ef2623,Pyramidal Decode,pyramidal decode,,2023,Electronic,Industrial,,,,,,,,compiled_multi_source
artist:1ce5472e-ee6b-dc0f-4edb-758d65e5c723,Sleep Calm,sleep calm,,2015,Pop,Sleep/Ambient,,,,,,,,compiled_multi_source
artist:1ce889dd-c5bd-6dd9-c195-d5d50e5e132b,The Sleeping,the sleeping,,2006,Metal,Hardcore,,,,,,,,compiled_multi_source
artist:1cebaee3-b0b7-1003-c374-e36fa85cae85,Isaac Bola,isaac bola,,2021,World,Afrobeat,,,,,,,,compiled_multi_source
artist:1cec7986-ad81-f595-1e62-9eaecd7a5440,Ewan J Phillips,ewan j phillips,,2019,Folk,Singer-Songwriter,,,,,,,,compiled_multi_source
artist:1cecd021-a8c4-1527-289a-071a53a0fe15,Swear to God,swear to god,,2015,Metal,Hardcore,,,,,,,,compiled_multi_source
artist:1cecdfb5-a688-b023-ce65-fd0b51fcf67f,Nicotine,nicotine,,2001,Rock,Punk Rock,,,,,,,,compiled_multi_source
artist:1cee2cef-71b1-582a-b5ed-66206167d1d3,NxWorries,nxworries,,2015,R&B,Hip-Hop,,,,,,,,compiled_multi_source
artist:1cef58fd-0d3a-f53d-6feb-f6c1b0aea69b,Andreas Tilliander,andreas tilliander,,2010,Electronic,Techno,,,,,,,,compiled_multi_source
artist:1cf03fdc-3871-9159-0af8-f3ebc2c345ee,Damares,damares,,2008,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1cf07da8-8702-1975-bc39-3d495765e372,Couple Skate,couple skate,,2011,Metal,Grindcore,,,,,,,,compiled_multi_source
artist:1cf0f5c3-2ba9-d3f3-7c2b-8ccfebe38658,Celine Hayes,celine hayes,,2021,Classical,Piano,,,,,,,,compiled_multi_source
artist:1cf197ad-1b27-651c-6475-ff88a63ac083,Capstar,capstar,,2005,Electronic,House,,,,,,,,compiled_multi_source
artist:1cf218ad-fda3-ae9f-e7f8-0e1eadf55a86,Architectural,architectural,,2017,Electronic,Minimal Techno,,,,,,,,compiled_multi_source
artist:1cf24bf8-a175-a6a3-a95c-f1cb1446c58b,Beogradski Sindikat,beogradski sindikat,,2010,Folk,Folk,,,,,,,,compiled_multi_source
artist:1cf29834-5a5c-5f6a-174f-4c41d164ecd8,Saint Michel,saint michel,,2013,World,French,,,,,,,,compiled_multi_source
artist:1cf2b63b-2e15-78e4-8db1-200964573eba,Are You God?,are you god,,2002,Metal,Grindcore,,,,,,,,compiled_multi_source
artist:1cf41ba7-6c43-9d60-2477-1a0fae8dc171,Jason Isbell,jason isbell,,2007,Rock,Alt-Rock,,,,,,,,compiled_multi_source
artist:1cf447bf-e622-27ea-5c8b-faea54c96608,Holy Serpent,holy serpent,,2015,Metal,Heavy Metal,,,,,,,,compiled_multi_source
artist:1cf6b1ab-823a-2446-be18-e44edcba54ec,Hybrasil,hybrasil,,2023,Electronic,Techno,,,,,,,,compiled_multi_source
artist:1cf85eec-a056-9d6a-b525-d43352f2cf29,Los Rude Boys,los rude boys,,2012,Rock,Ska,,,,,,,,compiled_multi_source
artist:1cf9570e-d1e9-3386-4182-85e235783d06,AcesToAces,acestoaces,,2018,R&B,Funk,,,,,,,,compiled_multi_source
artist:1cf9dbeb-f5d1-394e-0691-0686d49532c3,Walk:r,walkr,,2016,R&B,Funk,,,,,,,,compiled_multi_source
artist:1cf9f885-f772-ed6d-c374-b36006adbbb0,Tired Lion,tired lion,,2016,Rock,Garage Rock,,,,,,,,compiled_multi_source
artist:1cfa6ad5-6e31-88bf-7d3d-61ef13737874,Fiddlecraft,fiddlecraft,,2017,World,Indian,,,,,,,,compiled_multi_source
artist:1cfbac9a-29a9-b95b-e292-126068f9a013,COWPERS,cowpers,,2000,Rock,Emo,,,,,,,,compiled_multi_source
artist:1cfe73e8-b797-2678-0cb3-d2923b5a72c6,New Philharmonia Orchestra,new philharmonia orchestra,,2003,Classical,Classical,,,,,,,,compiled_multi_source
artist:1d00a118-d8e3-3bfd-a294-da2c1ff19dc9,The Blancos,the blancos,,2018,Rock,Alt-Rock,,,,,,,,compiled_multi_source
artist:1d00bc86-6097-f962-6811-291a4221b6eb,Nexus 6,nexus 6,,2007,Electronic,Trance,,,,,,,,compiled_multi_source
artist:1d01b8eb-402a-743d-bf1b-3a2cb782de0b,Ulrich Schnauss,ulrich schnauss,,2003,Electronic,Guitar,,,,,,,,compiled_multi_source
artist:1d0403a9-301c-fea7-c664-1ba91aa330ab,Timal,timal,,2020,World,French,,,,,,,,compiled_multi_source
artist:1d05ec6f-f134-a3a3-8653-bf7b6624baac,Austen Tayshus,austen tayshus,,2015,Pop,Comedy,,,,,,,,compiled_multi_source
artist:1d06139a-6f74-97c7-ab3b-fab64ff0b37c,Asmegin,asmegin,,2003,Folk,Folk,,,,,,,,compiled_multi_source
artist:1d06e463-27d2-f141-5019-c74614d6363f,Lumpy And The Dumpers,lumpy and the dumpers,,2014,Rock,Punk,,,,,,,,compiled_multi_source
artist:1d076327-56f3-ddd6-2a55-75a4c9b85c57,Papooz,papooz,,2015,World,French,,,,,,,,compiled_multi_source
artist:1d080ded-2868-191b-1733-6eaa7b559e6b,Rodg,rodg,,2011,Electronic,Progressive House,,,,,,,,compiled_multi_source
artist:1d084184-335d-4745-2b9d-d0af07941287,Seven Places,seven places,,2004,Rock,Punk Rock,,,,,,,,compiled_multi_source
artist:1d090a7f-5f08-eaeb-ea6f-42e9bec89812,Universal Solution,universal solution,,2013,Electronic,Progressive House,,,,,,,,compiled_multi_source
artist:1d0c8e8e-db2c-2f99-0582-2c2d65916364,Elton Medeiros,elton medeiros,,2002,Latin,Samba,,,,,,,,compiled_multi_source
artist:1d0e97a4-46a6-6a9b-71f1-0c448ed66280,paranoid void,paranoid void,,2017,Jazz,Jazz,,,,,,,,compiled_multi_source
artist:1d0ebc0c-4ce3-952f-c68c-98ba59223fff,Los Yesterdays,los yesterdays,,2020,R&B,Soul,,,,,,,,compiled_multi_source
artist:1d0f2b0f-df64-9685-b453-ffbbf36dfabc,Grup Seyran,grup seyran,,2004,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1d0f68ed-3a29-488c-e8f7-7c7f7ec1b1c9,Primal Code,primal code,,2017,Electronic,Techno,,,,,,,,compiled_multi_source
artist:1d0f769d-7327-8ddc-6e76-5f88265e18b6,Blanca,blanca,,2015,Electronic,EDM,,,,,,,,compiled_multi_source
artist:1d0fa980-b50a-1105-e953-c4d46e991626,Tech Level 2,tech level 2,,2000,Reggae,Dub,,,,,,,,compiled_multi_source
artist:1d0fbd1f-7316-d241-4c50-b22bb0fa2d6d,Edone,edone,,2023,Electronic,Techno,,,,,,,,compiled_multi_source
artist:1d0ff451-abeb-f7dc-3064-ea4547b5e774,Tohru Aizawa Quartet,tohru aizawa quartet,,2018,Jazz,Jazz,,,,,,,,compiled_multi_source
artist:1d1014d8-87f0-149c-59d5-7597763584ef,Handy Black,handy black,,2008,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1d1084ce-fea7-57f7-0467-838add770617,Yates XV,yates xv,,2020,Rock,Emo,,,,,,,,compiled_multi_source
artist:1d10e971-06e7-5246-29a7-a202c70a785a,Puerto Rico All Stars,puerto rico all stars,,2011,Unknown,Salsa,,,,,,,,compiled_multi_source
artist:1d116512-6849-f0f6-ab86-110a1cfa814e,Ship Wrek,ship wrek,,2016,Electronic,Deep House,,,,,,,,compiled_multi_source
artist:1d13c355-286f-923e-17e6-65bcfabb7525,Dj C4,dj c4,,2021,R&B,Funk,,,,,,,,compiled_multi_source
artist:1d143a26-b18b-d6cf-0fe0-ff628a1f0d28,Syntheticsax,syntheticsax,,2010,Electronic,Dubstep,,,,,,,,compiled_multi_source
artist:1d149c59-800d-9cb5-587a-63decde24f53,Etta Marcus,etta marcus,,2021,Pop,Indie Pop,,,,,,,,compiled_multi_source
artist:1d153ae7-5ba9-788d-7337-61eb866e7206,DREADNOX,dreadnox,,2010,Metal,Heavy Metal,,,,,,,,compiled_multi_source
artist:1d168385-ccef-b317-5178-0ec9d37fba9d,Spearbreak,spearbreak,,2023,Electronic,Hardstyle,,,,,,,,compiled_multi_source
artist:1d1779ed-84ec-6a14-9906-3b7d5ef650a0,Against All Logic,against all logic,,2014,Electronic,Electronic,,,,,,,,compiled_multi_source
artist:1d18d96c-101a-4d1d-1182-c29daa91deac,Woo Ye Rin,woo ye rin,,2021,Folk,Singer-Songwriter,,,,,,,,compiled_multi_source
artist:1d18e4fc-1387-598c-4be2-cddffb26e854,Willa Ford,willa ford,,2001,Pop,Pop,,,,,,,,compiled_multi_source
artist:1d18fa3d-7b00-5a2d-25fd-865420ca421a,Gidi Gidi Maji Maji,gidi gidi maji maji,,2000,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1d19cb39-982a-ea55-4f25-b11876418492,Robohands,robohands,,2018,Jazz,Jazz,,,,,,,,compiled_multi_source
artist:1d1a5e8a-a5b1-aa7f-5a3f-b7eb57a530f4,Nobuyuki Tsujii,nobuyuki tsujii,,2007,Classical,Classical,,,,,,,,compiled_multi_source
artist:1d1c1d97-cfb4-516c-25cd-06d1a2de746f,Antwood,antwood,,2016,Electronic,Club,,,,,,,,compiled_multi_source
artist:1d1c2308-d69e-d9b3-399e-36c8a661d902,Damien Dempsey,damien dempsey,,2003,Folk,Singer-Songwriter,,,,,,,,compiled_multi_source
artist:1d1c55ef-9c8a-50d6-fab0-f523996407ab,DEXCORE,dexcore,,2018,Metal,Metalcore,,,,,,,,compiled_multi_source
artist:1d1e8229-d433-66d5-3bfc-9c86e3dbcd91,Ella Endlich,ella endlich,,2012,World,German,,,,,,,,compiled_multi_source
artist:1d1f6732-3ced-2ea6-fe6a-7c286d8973ca,shuuknfunk,shuuknfunk,,2008,Electronic,Minimal Techno,,,,,,,,compiled_multi_source
artist:1d210b9d-46ad-65ea-c9cf-4d609dae2b74,Phaserland,phaserland,,2014,Electronic,Chill,,,,,,,,compiled_multi_source
artist:1d21ea91-777e-2bd3-14f7-096fb11511fd,César Menotti & Fabiano,csar menotti  fabiano,,2005,Latin,Sertanejo,,,,,,,,compiled_multi_source
artist:1d2450b2-1510-194d-f02d-e09910fb063d,Francis Bebey,francis bebey,,2000,World,Afrobeat,,,,,,,,compiled_multi_source
artist:1d26bc90-bdbd-60b6-bbba-d90b3c9f55dd,Wighnomy Brothers,wighnomy brothers,,2000,Electronic,Techno,,,,,,,,compiled_multi_source
artist:1d281acb-f292-23e2-0fb1-81f3d6e6f06e,Goth-Trad,gothtrad,,2007,Electronic,Dubstep,,,,,,,,compiled_multi_source
artist:1d28d07e-eb64-dafe-65d8-28697f6a5e46,Lissom,lissom,,2018,Folk,Folk,,,,,,,,compiled_multi_source
artist:1d292aa9-e72f-312e-3364-e1969b4975c0,Omar Moctar,omar moctar,,2008,Instrumental,Guitar,,,,,,,,compiled_multi_source
artist:1d297690-fa89-757d-8e0b-4038ed27201d,Cephas & Wiggins,cephas  wiggins,,2006,Blues,Blues,,,,,,,,compiled_multi_source
artist:1d299bf3-5df6-f001-131b-c8a3941b6360,James Alan Shelton,james alan shelton,,2005,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1d2a5924-ad2b-d7c9-1d50-f3c053b546eb,Mindforce,mindforce,,2017,Metal,Hardcore,,,,,,,,compiled_multi_source
artist:1d2c25b6-c526-420e-f46c-db77a441264b,Jose Pouj,jose pouj,,2023,Electronic,Industrial,,,,,,,,compiled_multi_source
artist:1d2d8931-204b-0d8b-ee15-9ceec3a8b439,Chip Wickham,chip wickham,,2018,R&B,Funk,,,,,,,,compiled_multi_source
artist:1d2ec05a-5c5b-13f4-3d8b-a1112088fd29,Dream Shizuka,dream shizuka,,2019,Pop,Pop,,,,,,,,compiled_multi_source
artist:1d307481-9f36-8940-49e4-ad29510c5c6a,K.L.O.,klo,,2016,Reggae,Dub,,,,,,,,compiled_multi_source
artist:1d31a68d-9638-44c7-27cb-c7e5bbe2d43e,Ollie,ollie,,2016,Pop,Mood,,,,,,,,compiled_multi_source
artist:1d3335df-cc5f-4701-a3d6-0c198712fb0e,Eliezer Rosa,eliezer rosa,,2000,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1d34524a-e359-e863-e551-950a7e2a8167,King Lil G,king lil g,,2012,Hip-Hop,Hip-Hop,,,,,,,,compiled_multi_source
artist:1d346549-11af-8fd2-f56e-556f0938161a,Grand Soleil,grand soleil,,2015,World,French,,,,,,,,compiled_multi_source
artist:1d366ccf-76ec-4b8e-2324-a5ccf65f8453,Metal Allegiance,metal allegiance,,2015,R&B,Groove,,,,,,,,compiled_multi_source
artist:1d36f352-1c0a-d086-56f5-abe13c7ff5ff,The Franklin Electric,the franklin electric,,2020,Folk,Folk,,,,,,,,compiled_multi_source
artist:1d3747b2-34d5-f96c-2a05-43978551b77e,Michael FK,michael fk,,2018,Electronic,Chill,,,,,,,,compiled_multi_source
artist:1d37c4fc-59c1-7418-b479-b2235e6eae1a,Malz Monday,malz monday,,2021,Hip-Hop,Hip-Hop,,,,,,,,compiled_multi_source
artist:1d37ed1b-afb7-d131-6f9c-b67c41596d66,Pascal Rogé,pascal rog,,2017,Classical,Piano,,,,,,,,compiled_multi_source
artist:1d3975c4-ca5f-53a2-645e-a444bcd8e387,Do Nothing,do nothing,,2018,Rock,Punk,,,,,,,,compiled_multi_source
artist:1d39e4ee-b728-1387-9cec-4b5bd498e87d,Zack Roth,zack roth,,2011,Electronic,Progressive House,,,,,,,,compiled_multi_source
artist:1d3af52d-30a2-0156-0a5a-c70f26492de4,HYOLYN,hyolyn,,2011,Pop,K-Pop,,,,,,,,compiled_multi_source
artist:1d3b7c88-b076-38f7-666a-6135cca1abff,Deep Sea Peach Tree,deep sea peach tree,,2017,Rock,Garage Rock,,,,,,,,compiled_multi_source
artist:1d3baa76-bf5b-2423-a338-ee6d89ab1a05,Protassov,protassov,,2002,Electronic,Trip-Hop,,,,,,,,compiled_multi_source
artist:1d3bec0e-1b88-7e0b-05c2-d8b3a9bac62b,Hunters & Collectors,hunters  collectors,,2003,Rock,Alt-Rock,,,,,,,,compiled_multi_source
artist:1d3cdfd0-febf-fd60-59da-11737eae35a3,Ernesto Pires,ernesto pires,,2000,Latin,Samba,,,,,,,,compiled_multi_source
artist:1d3ce7f2-7d05-e539-06d4-5a77a4295b62,Bearcubs,bearcubs,,2017,R&B,Soul,,,,,,,,compiled_multi_source
artist:1d3cf10d-a73f-0bce-de8e-9f6675f888e0,La Excepcion,la excepcion,,2003,Latin,Spanish,,,,,,,,compiled_multi_source
artist:1d3cfdc8-9baf-84ee-0bd7-9fb5b1705932,Paul Abraham,paul abraham,,2000,Classical,Opera,,,,,,,,compiled_multi_source
artist:1d3d2141-32e6-7d3f-2881-2e6d2fe90c05,Leprofici,leprofici,,2018,World,Indian,,,,,,,,compiled_multi_source
artist:1d3de807-25af-3f40-2d42-fb8dc71b2f0a,Ryan Mark,ryan mark,,2008,Gospel,Gospel,,,,,,,,compiled_multi_source
artist:1d3e1c18-c26b-1c62-f00f-619faf87c660,The Let Go,the let go,,2019,Rock,Rock,,,,,,,,compiled_multi_source
